"split","file_name","source_path","output_path","object_count"
"train","defective__0388__IMG_20250707_090324.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0388__IMG_20250707_090324.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0388__IMG_20250707_090324.txt","1"
"train","defective__0389__IMG_20250707_090325.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0389__IMG_20250707_090325.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0389__IMG_20250707_090325.txt","1"
"train","defective__0390__IMG_20250707_090334_2.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0390__IMG_20250707_090334_2.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0390__IMG_20250707_090334_2.txt","1"
"train","defective__0391__IMG_20250707_090340_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0391__IMG_20250707_090340_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0391__IMG_20250707_090340_1.txt","1"
"train","defective__0392__IMG_20250707_090345.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0392__IMG_20250707_090345.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0392__IMG_20250707_090345.txt","1"
"train","defective__0393__IMG_20250707_090351.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0393__IMG_20250707_090351.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0393__IMG_20250707_090351.txt","1"
"train","defective__0394__IMG_20250707_090405.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0394__IMG_20250707_090405.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0394__IMG_20250707_090405.txt","1"
"train","defective__0396__IMG_20250707_090409.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0396__IMG_20250707_090409.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0396__IMG_20250707_090409.txt","1"
"train","defective__0398__IMG_20250707_090418.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0398__IMG_20250707_090418.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0398__IMG_20250707_090418.txt","1"
"train","defective__0399__IMG_20250707_090418_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0399__IMG_20250707_090418_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0399__IMG_20250707_090418_1.txt","1"
"train","defective__0401__IMG_20250707_090422_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0401__IMG_20250707_090422_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0401__IMG_20250707_090422_1.txt","1"
"train","defective__0405__IMG_20250707_090440.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0405__IMG_20250707_090440.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0405__IMG_20250707_090440.txt","1"
"train","defective__0406__IMG_20250707_090451.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0406__IMG_20250707_090451.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0406__IMG_20250707_090451.txt","1"
"train","defective__0407__IMG_20250707_090503.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0407__IMG_20250707_090503.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0407__IMG_20250707_090503.txt","1"
"train","defective__0410__IMG_20250707_090512.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0410__IMG_20250707_090512.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0410__IMG_20250707_090512.txt","1"
"train","defective__0411__IMG_20250707_090523.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0411__IMG_20250707_090523.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0411__IMG_20250707_090523.txt","1"
"train","defective__0415__IMG_20250707_090549.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0415__IMG_20250707_090549.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0415__IMG_20250707_090549.txt","1"
"train","defective__0417__IMG_20250707_090604.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0417__IMG_20250707_090604.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0417__IMG_20250707_090604.txt","1"
"train","defective__0418__IMG_20250707_090609.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0418__IMG_20250707_090609.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0418__IMG_20250707_090609.txt","1"
"train","defective__0420__IMG_20250707_090618.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0420__IMG_20250707_090618.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0420__IMG_20250707_090618.txt","1"
"train","defective__0421__IMG_20250707_090621.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0421__IMG_20250707_090621.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0421__IMG_20250707_090621.txt","1"
"train","defective__0424__IMG_20250707_090639_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0424__IMG_20250707_090639_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0424__IMG_20250707_090639_1.txt","1"
"train","defective__0426__IMG_20250707_090654.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0426__IMG_20250707_090654.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0426__IMG_20250707_090654.txt","1"
"train","defective__0428__IMG_20250707_090715_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0428__IMG_20250707_090715_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0428__IMG_20250707_090715_1.txt","1"
"train","defective__0429__IMG_20250707_090737.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0429__IMG_20250707_090737.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0429__IMG_20250707_090737.txt","1"
"train","defective__0431__IMG_20250707_090807.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0431__IMG_20250707_090807.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0431__IMG_20250707_090807.txt","1"
"train","defective__0433__IMG_20250707_090816_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0433__IMG_20250707_090816_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0433__IMG_20250707_090816_1.txt","1"
"train","defective__0435__IMG_20250707_090826.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0435__IMG_20250707_090826.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0435__IMG_20250707_090826.txt","1"
"train","defective__0436__IMG_20250707_090834.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0436__IMG_20250707_090834.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0436__IMG_20250707_090834.txt","1"
"train","defective__0437__IMG_20250707_090835.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0437__IMG_20250707_090835.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0437__IMG_20250707_090835.txt","1"
"train","defective__0438__IMG_20250707_090837.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0438__IMG_20250707_090837.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0438__IMG_20250707_090837.txt","1"
"train","defective__0439__IMG_20250707_090839.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0439__IMG_20250707_090839.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0439__IMG_20250707_090839.txt","1"
"train","defective__0440__IMG_20250707_090849.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0440__IMG_20250707_090849.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0440__IMG_20250707_090849.txt","1"
"train","defective__0441__IMG_20250707_090853.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0441__IMG_20250707_090853.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0441__IMG_20250707_090853.txt","1"
"train","defective__0442__IMG_20250707_090859.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0442__IMG_20250707_090859.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0442__IMG_20250707_090859.txt","1"
"train","defective__0443__IMG_20250707_090902.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0443__IMG_20250707_090902.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0443__IMG_20250707_090902.txt","1"
"train","defective__0444__IMG_20250707_090903_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0444__IMG_20250707_090903_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0444__IMG_20250707_090903_1.txt","1"
"train","defective__0445__IMG_20250707_090913.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0445__IMG_20250707_090913.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0445__IMG_20250707_090913.txt","1"
"train","defective__0446__IMG_20250707_090917.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0446__IMG_20250707_090917.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0446__IMG_20250707_090917.txt","1"
"train","defective__0448__IMG_20250707_090927.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0448__IMG_20250707_090927.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0448__IMG_20250707_090927.txt","1"
"train","defective__0449__IMG_20250707_090931.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0449__IMG_20250707_090931.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0449__IMG_20250707_090931.txt","1"
"train","defective__0451__IMG_20250707_090946_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0451__IMG_20250707_090946_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0451__IMG_20250707_090946_1.txt","1"
"train","defective__0452__IMG_20250707_090948.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0452__IMG_20250707_090948.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0452__IMG_20250707_090948.txt","1"
"train","defective__0453__IMG_20250707_090950.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0453__IMG_20250707_090950.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0453__IMG_20250707_090950.txt","1"
"train","defective__0454__IMG_20250707_090954.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0454__IMG_20250707_090954.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0454__IMG_20250707_090954.txt","1"
"train","defective__0455__IMG_20250707_090958_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0455__IMG_20250707_090958_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0455__IMG_20250707_090958_1.txt","1"
"train","defective__0460__IMG_20250707_091040.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0460__IMG_20250707_091040.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0460__IMG_20250707_091040.txt","1"
"train","defective__0461__IMG_20250707_091042_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0461__IMG_20250707_091042_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0461__IMG_20250707_091042_1.txt","1"
"train","defective__0462__IMG_20250707_091046.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0462__IMG_20250707_091046.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0462__IMG_20250707_091046.txt","1"
"train","defective__0465__IMG_20250707_091054.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0465__IMG_20250707_091054.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0465__IMG_20250707_091054.txt","1"
"train","defective__0467__IMG_20250707_091109.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0467__IMG_20250707_091109.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0467__IMG_20250707_091109.txt","1"
"train","defective__0469__IMG_20250707_091134_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0469__IMG_20250707_091134_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0469__IMG_20250707_091134_1.txt","1"
"train","defective__0471__IMG_20250707_091232.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0471__IMG_20250707_091232.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0471__IMG_20250707_091232.txt","1"
"train","defective__0473__IMG_20250707_091252.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0473__IMG_20250707_091252.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0473__IMG_20250707_091252.txt","1"
"train","defective__0474__IMG_20250707_091252_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0474__IMG_20250707_091252_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0474__IMG_20250707_091252_1.txt","1"
"train","defective__0475__IMG_20250707_091253.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0475__IMG_20250707_091253.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0475__IMG_20250707_091253.txt","1"
"train","defective__0476__IMG_20250707_091259.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0476__IMG_20250707_091259.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0476__IMG_20250707_091259.txt","1"
"train","defective__0477__IMG_20250707_091308.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0477__IMG_20250707_091308.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0477__IMG_20250707_091308.txt","1"
"train","defective__0478__IMG_20250707_091310.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0478__IMG_20250707_091310.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0478__IMG_20250707_091310.txt","1"
"train","defective__0479__IMG_20250707_091310_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0479__IMG_20250707_091310_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0479__IMG_20250707_091310_1.txt","1"
"train","defective__0480__IMG_20250707_091313.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0480__IMG_20250707_091313.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0480__IMG_20250707_091313.txt","1"
"train","defective__0481__IMG_20250707_091317_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0481__IMG_20250707_091317_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0481__IMG_20250707_091317_1.txt","1"
"train","defective__0482__IMG_20250707_091319_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0482__IMG_20250707_091319_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0482__IMG_20250707_091319_1.txt","1"
"train","defective__0483__IMG_20250707_091334_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0483__IMG_20250707_091334_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0483__IMG_20250707_091334_1.txt","1"
"train","defective__0484__IMG_20250707_091338_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0484__IMG_20250707_091338_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0484__IMG_20250707_091338_1.txt","1"
"train","defective__0485__IMG_20250707_091340.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0485__IMG_20250707_091340.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0485__IMG_20250707_091340.txt","1"
"train","defective__0486__IMG_20250707_091352.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0486__IMG_20250707_091352.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0486__IMG_20250707_091352.txt","1"
"train","defective__0487__IMG_20250707_091401.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0487__IMG_20250707_091401.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0487__IMG_20250707_091401.txt","1"
"train","defective__0488__IMG_20250707_091407.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0488__IMG_20250707_091407.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0488__IMG_20250707_091407.txt","1"
"train","defective__0489__IMG_20250707_091413.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0489__IMG_20250707_091413.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0489__IMG_20250707_091413.txt","1"
"train","defective__0490__IMG_20250707_091446.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0490__IMG_20250707_091446.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0490__IMG_20250707_091446.txt","1"
"train","defective__0491__IMG_20250707_091449.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0491__IMG_20250707_091449.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0491__IMG_20250707_091449.txt","1"
"train","defective__0492__IMG_20250707_091457.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0492__IMG_20250707_091457.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0492__IMG_20250707_091457.txt","1"
"train","defective__0493__IMG_20250707_091514.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0493__IMG_20250707_091514.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0493__IMG_20250707_091514.txt","1"
"train","defective__0496__IMG_20250707_091547.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0496__IMG_20250707_091547.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0496__IMG_20250707_091547.txt","1"
"train","defective__0497__IMG_20250707_091559.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0497__IMG_20250707_091559.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0497__IMG_20250707_091559.txt","1"
"train","defective__0498__IMG_20250707_091603.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0498__IMG_20250707_091603.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0498__IMG_20250707_091603.txt","1"
"train","defective__0499__IMG_20250707_091614.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0499__IMG_20250707_091614.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0499__IMG_20250707_091614.txt","2"
"train","defective__0500__IMG_20250707_091620.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0500__IMG_20250707_091620.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0500__IMG_20250707_091620.txt","1"
"train","defective__0501__IMG_20250707_091622.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0501__IMG_20250707_091622.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0501__IMG_20250707_091622.txt","1"
"train","defective__0502__IMG_20250707_091625_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0502__IMG_20250707_091625_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0502__IMG_20250707_091625_1.txt","1"
"train","defective__0504__IMG_20250707_091629_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0504__IMG_20250707_091629_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0504__IMG_20250707_091629_1.txt","1"
"train","defective__0505__IMG_20250707_091644_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0505__IMG_20250707_091644_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0505__IMG_20250707_091644_1.txt","1"
"train","defective__0506__IMG_20250707_091645.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0506__IMG_20250707_091645.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0506__IMG_20250707_091645.txt","1"
"train","defective__0507__IMG_20250707_091647.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0507__IMG_20250707_091647.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0507__IMG_20250707_091647.txt","1"
"train","defective__0509__IMG_20250707_091650_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0509__IMG_20250707_091650_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0509__IMG_20250707_091650_1.txt","1"
"train","defective__0511__IMG_20250707_091651_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0511__IMG_20250707_091651_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0511__IMG_20250707_091651_1.txt","1"
"train","defective__0512__IMG_20250707_091652.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0512__IMG_20250707_091652.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0512__IMG_20250707_091652.txt","1"
"train","defective__0513__IMG_20250707_091656.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0513__IMG_20250707_091656.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0513__IMG_20250707_091656.txt","1"
"train","defective__0514__IMG_20250707_091657_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det\labels\train\defective__0514__IMG_20250707_091657_1.txt","C:\Users\86151\Desktop\mangguo_ai_project\datasets\rotten_grade_det_4c\labels\train\defective__0514__IMG_20250707_091657_1.txt","1"
